ingredient_a,ingredient_b,reason,notice_no,product_rows
phenytoin,rilpivirine micronized,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,20150021,2
pimozide,posaconazole,QT 간격 연장,20110070,2
cobicistat,st john's wort 80% methanol ext,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,2
frovatriptan,selegiline,"동맥 고혈압, 관상동맥 수축의 위험이 있음",20250086,2
cobicistat,rifabutin,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,1
atazanavir,s-pantoprazole,아타자나비르의 혈중농도 감소,20230045,2
nafcillin,venetoclax,CYP3A 유도제와의 병용은 Venetoclax의 노출을 감소시켜 결과적으로 효능 부족을 초래할 수 있음,20250086,3
ritonavir,sirolimus,Sirolimus의 혈중농도를 증가시킬 수 있음,20250046,6
ethambutol,ritonavir,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 Rifampicin 함유제제 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20210113,1
dronedarone,phenytoin,Dronedarone 노출량 감소,20250046,4
ceritinib,pyrazinamide,Ceritinib의 혈장 농도 감소,20250086,1
revaprazan,rilpivirine,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,20150021,1
ergotamine,nirmatrelvir,사지 및 중추신경계를 포함하는 기타 조직의 혈관 경련 및 허혈을 특징으로 하는 급성 맥각 독성의 잠재적인 가능성,20210113,1
bictegravir,pyrazinamide,Bictegravir의 혈중 농도 감소로 인해 치료 효과 소실 및 내성 발현 야기 가능,20250086,1
pibrentasvir,ritonavir,증가된 Glecaprevir 농도는 알라닌아미노전달효소(ALT) 상승을 유발할 수 있음,20250046,1
pimozide,tenofovir alafenamide,QT연장 및 심실성부정맥 유발 가능,20170086,1
amiodarone,emtricitabine,Amiodarone 혈중농도 증가,20190131,2
haloperidol decanoate,pimozide,QT간격 연장 위험 증가,20190131,1
pyrazinamide,tenofovir alafenamide hemifumarate,Bictegravir의 혈중 농도 감소로 인해 치료 효과 소실 및 내성 발현 야기 가능,20250086,1
bedaquiline,isoniazid,Bedaquiline의 혈중농도와 치료효과 감소,20250086,2
ephedrine,ergotamine,혈관수축 및 혈압상승효과를 증가시킴,20170086,2
mizolastine,spiramycin,심실부정맥(Torsade de pointes),20040002,1
gilteritinib,isoniazid,Gilteritinib의 혈장 농도 감소,20250086,2
finerenone,phenytoin,Finerenone 혈중농도의 현저한 감소 및 치료효과 감소가 예상됨,20240030,4
gilteritinib,phenytoin,Gilteritinib의 혈장 농도 감소,20250086,2
emtricitabine,rifabutin,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,1
elvitegravir,st john's wort 80% methanol ext,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,2
diluted nitroglycerin solution,sildenafil,혈압강하작용 증강,20080056,91
diphenylhydantoin,emtricitabine,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,3
st john's wort 80% methanol ext,voriconazole,Voriconazole의 농도 감소,20190131,4
clopidogrel,nirmatrelvir,Clopidogrel 활성대사체의 농도를 감소시킬 수 있음,20250046,1
ribociclib,st john's wort 80% methanol ext,강력한 CYP3A 유도제와의 병용투여는 Ribociclib의 혈장 노출을 감소시킬 수 있음,20250086,2
colchicine,ritonavir,신장 및/또는 간장애가 있는 환자에서 중대한 및/또는 생명을 위협하는 반응의 가능성,20250046,2
cobicistat,pantoprazole hemimagnesium,아타자나비르의 혈중농도 감소,20230045,1
dolutegravir,tenofovir alafenamide hemifumarate,"라미부딘이 엠트리시타빈의 세포내 인산화를 저해할 수도 있음. 동일한 역전사효소 유전자(M184V) 변이를 통해 바이러스 내성 기전이 일어나므로, 병용 시 치료 효과가 제한적일 수 있음",20220049,1
bictegravir,st john's wort 80% methanol ext,Bictegravir의 혈중 농도 감소로 인해 치료 효과 소실 및 내성 발현 야기 가능,20250086,2
methylergonovine,nirmatrelvir,사지 및 중추신경계를 포함하는 기타 조직의 혈관경련 및 허혈을 특징으로 하는 급성 맥각독성의 잠재적인 가능성,20250046,1
glecaprevir,ritonavir,증가된 Glecaprevir 농도는 알라닌아미노전달효소(ALT) 상승을 유발할 수 있음,20250046,1
diphenylhydantoin,ribociclib,강력한 CYP3A 유도제와의 병용투여는 Ribociclib의 혈장 노출을 감소시킬 수 있음,20250086,3
rilpivirine micronized,st john's wort 80% methanol ext,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,20150021,2
atazanavir,pimozide,QT연장 및 심실성부정맥 유발 가능,20170086,1
fosphenytoin,ledipasvir,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,20170086,2
clopidogrel resinate,nirmatrelvir,Clopidogrel 활성대사체의 농도를 감소시킬 수 있음,20250046,1
levomepromazine,selegiline,중추 흥분상태 증가,20100125,3
elvitegravir,phenobarbital,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,3
enzalutamide,nirmatrelvir,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 Enzalutamide 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20250046,7
mizolastine,pimozide,QT 간격 연장,20110070,1
diphenylhydantoin,pibrentasvir,Glecaprevir와 Pibrentasvir의 혈장 농도가 유의하게 감소하여 이 약의 바이러스학적 반응 감소 가능,20200130,3
phenytoin,sofosbuvir,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,20170086,2
emtricitabine,phenobarbital,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,3
ergotamine,voriconazole,"맥각독성(혈관경련, 말단 및 기타조직 허혈)",20090300,2
ethambutol,tenofovir disoproxil,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,1
cobicistat,ergotamine,"Ergotamine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",20190131,1
phenytoin,tenofovir alafenamide,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,2
caffeine,cobicistat,"Ergotamine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",20190131,1
darunavir ethanolate,ibrutinib,Ibrutinib의 혈중 농도 증가,20250086,1
caffeine,zolmitriptan,"약리적 상가작용에 의해, 혈압 상승 및 맥각중독(에르고티즘)(말초혈관수축 증가)의 위험성을 증가",20090300,1
rifabutin,tenofovir alafenamide,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,20190131,1
minocycline,tretinoin,두개내 고혈압,20100278,3
lorlatinib,phenytoin,Lorlatinib의 혈중농도를 감소시킬 수 있음,20240030,4
nirmatrelvir,pibrentasvir,증가된 Glecaprevir 농도는 알라닌아미노전달효소(ALT) 상승을 유발할 수 있음,20250046,1
haloperidol decanoate,pentamidine isethionate,QT간격 연장 위험 증가,20190131,1
isoniazid,ritonavir,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 Rifampicin 함유제제 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20210113,2
ceritinib,clonidine,심장 박동수와 혈압을 정기적으로 모니터링할 것,20250086,1
nirmatrelvir,st john's wort 80% methanol ext,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 St. john’s wort 함유제제 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20210113,14
ceritinib,rifabutin,Ceritinib의 혈장 농도 감소,20250086,1
atazanavir,ilaprazole,아타자나비르의 혈중농도 감소,20230045,1
entrectinib,ethambutol,Entrectinib의 전신 노출 감소,20250086,2
bedaquiline,rifabutin,Bedaquiline의 혈중농도와 치료효과 감소,20250086,1
selegiline,zolmitriptan,"동맥 고혈압, 관상동맥 수축의 위험이 있음",20250086,1
almotriptan,zolmitriptan,"상가적인 혈관수축반응, 혈압상승",20100125,1
revaprazan,rilpivirine micronized,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,20150021,1
ledipasvir,primidone,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,20170086,1
ceritinib,phenytoin,Ceritinib의 혈장 농도 감소,20250086,2
gilteritinib,st john's wort 80% methanol ext,Gilteritinib의 혈장 농도 감소,20250086,2
bictegravir,zidovudine,"라미부딘이 엠트리시타빈의 세포내 인산화를 저해할 수도 있음. 동일한 역전사효소 유전자(M184V) 변이를 통해 바이러스 내성 기전이 일어나므로, 병용 시 치료 효과가 제한적일 수 있음",20220049,1
almotriptan,caffeine,"상가적인 혈관수축반응, 혈압상승",20100125,1
clopidogrel resinate,ritonavir,Clopidogrel 활성대사체의 농도를 감소시킬 수 있음,20250046,1
cobicistat,zidovudine,"세포내 인산화 방해, 동일한 역전사효소 유전자(M184V)변이를 통한 바이러스 내성 - 항바이러스 효과 감소",20150090,1
dabigatran etexilate,phenytoin,다비가트란의 혈중농도 감소,20180088,4
haloperidol decanoate,sotalol,QT간격 연장 위험 증가,20190131,1
etravirine,st john's wort 80% methanol ext,에트라비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,20150021,2
ethambutol,tenofovir alafenamide hemifumarate,Bictegravir의 혈중 농도 감소로 인해 치료 효과 소실 및 내성 발현 야기 가능,20250086,1
almotriptan,ergotamine,"상가적인 혈관수축반응, 혈압상승",20100125,1
divalproex sodium particle,doripenem,발프론산의 혈중농도를 감소시켜 간질발작 재발의 위험 증가,20150021,1
ethambutol,gilteritinib,Gilteritinib의 혈장 농도 감소,20250086,1
phenytoin,ritonavir,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 Phenytoin 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20250046,2
elvitegravir,ergotamine,"Ergotamine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",20190131,1
micronized dolutegravir,tenofovir alafenamide hemifumarate,"라미부딘이 엠트리시타빈의 세포내 인산화를 저해할 수도 있음. 동일한 역전사효소 유전자(M184V) 변이를 통해 바이러스 내성 기전이 일어나므로, 병용 시 치료 효과가 제한적일 수 있음",20220049,1
phenytoin,rilpivirine,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,20150021,2
cobicistat,s-pantoprazole,아타자나비르의 혈중농도 감소,20230045,2
abacavir,st john's wort 80% methanol ext,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,20170086,2
abacavir,tenofovir alafenamide,"세포내 인산화 방해, 동일한 역전사효소 유전자(M184V)변이를 통한 바이러스 내성 - 항바이러스 효과 감소",20150090,1
ledipasvir,st john's wort 80% methanol ext,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,20170086,2
pimozide,ribociclib,QT 간격 연장을 유발할 수 있음,20250086,1
diluted nitroglycerin solution,ergotamine,"맥각독성(말초허혈, 감각이상, 구역, 구토) 위험 증가",20170086,1
phenytoin,zanubrutinib,Zanubrutinib의 혈중농도를 감소시켜 유효성을 감소시킬 수 있음,20250046,2
ceritinib,st john's wort 80% methanol ext,Ceritinib의 혈장 농도 감소,20250086,2
safinamide,selegiline,고혈압 위기,20250086,1
finerenone,nirmatrelvir,"고칼륨혈증, 저혈압 및 저나트륨혈증을 포함하는 중대한 이상반응의 가능성",20250046,2
abacavir,cobicistat,"세포내 인산화 방해, 동일한 역전사효소 유전자(M184V)변이를 통한 바이러스 내성 - 항바이러스 효과 감소",20150090,1
rifabutin,sofosbuvir,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음,20170086,1
bedaquiline,pyrazinamide,Bedaquiline의 혈중농도와 치료효과 감소,20250086,1
nirmatrelvir,pimozide,심장 부정맥과 같은 중대한 및/또는 생명을 위협하는 반응의 가능성,20250046,1
acetaminophen,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,4617
dl-methylephedrine,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,4158
isosorbide dinitrate,tadalafil,혈압강하작용 증가,20080056,441
nicorandil,tadalafil,혈압강하작용 증강,20090300,588
micronized riociguat,tadalafil,Guanylate cyclase 자극제의 혈압강하작용 증가,20170086,735
guaifenesin,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,4293
dextromethorphan,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,5967
rasagiline,triprolidine,"경련, 반사항진, 이상고열, 혼수 등",20250046,783
noscapine,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,756
chlorpheniramine,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,3348
potassium guaiacolsulfonate,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,459
powdered platycodon root,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,27
ephedrine,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,27
diphenhydramine,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,189
ascorbic acid,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,270
rasagiline,riboflavin,"경련, 반사항진, 이상고열, 혼수 등",20250046,432
rasagiline,thiamine,"경련, 반사항진, 이상고열, 혼수 등",20250046,243
imipramine,oxymetazoline,고혈압 초래 가능 혈관수축작용으로 혈압상승 가능,20180088,16
rasagiline,xylometazoline,xylometazoline의 전신 작용(고혈압 위험) 증강 또는 연장,20150090,324
ammonium,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,135
dl-methylephedrine,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,154
phenylephrine,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,54
methylephedrine,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,270
platycodon root 50% ethanol dried extract,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,1
platycodon root 50% ethanol dried extract,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,27
isosorbide mononitrate,tadalafil,혈압강하작용 증가,20080056,1029
diluted nitroglycerin,tadalafil,혈압강하작용 증가,20080056,1176
molsidomin,tadalafil,혈압강하작용 증가,20080056,294
caffeine,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,837
chlorpheniramine,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,124
diluted nitroglycerin,mirodenafil,혈압강하작용 증가,20130279,24
mirodenafil,nicorandil,혈압강하작용 증강,20090300,12
sodium nitroprusside,tadalafil,혈압강하작용 증강,20080056,147
tacrolimus,tofacitinib aspartate,면억억제 효과 증가,20240466,420
azathioprine,tofacitinib aspartate,면억억제 효과 증가,20240466,140
methylephedrin,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,27
ethenzamide,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,108
ibuprofen,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,189
carbinoxamine,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,270
guaifenesin,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,159
dextromethorphan,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,221
platycodon root 50% ethanol dried ext,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,54
coptis rhizome ext powder,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,81
rasagiline,갈근탕엑스,"경련, 반사항진, 이상고열, 혼수 등",20250046,81
powdered cinnamon bark,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,54
rasagiline,trimetoquinol,"경련, 반사항진, 이상고열, 혼수 등",20250046,270
glycyrrhiza ext powder,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,54
cyclosporine,tofacitinib aspartate,면억억제 효과 증가,20240466,210
carbamazepine,ranolazine,Ranolazine의 효과부족이 발생될 것으로 예상됨,20250086,30
clarithromycin,ranolazine,Ranolazine의 혈장 농도 증가,20250086,531
itraconazole,ranolazine,"Ranolazine의 혈중농도 증가, QT 연장, 신부전 같은 약물이상반응 발생 위험 증가, Itraconaozle 투여 중 및 종료 후 2주 간 금기",20220049,222
riboflavin,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,16
glycine,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,54
benfotiamine,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,27
dl-methylephedrine hci,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,27
ibuprofen lysine,methotrexate,혈액학적 독성,20040002,18
isosorbide mononitrate,udenafil,혈압강하작용 증가,20080056,28
micronized riociguat,vardenafil,Guanylate cyclase 자극제의 혈압강하작용 증가,20170086,10
cyclosporine,omega-3-acid ethyl esters 90,"근육통, 근육약화, 근염, 때때로 횡문근 변성을 포함한 근육독성 촉진 가능",20230083,30
dried ginseng ext,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,27
isosorbide mononitrate,mirodenafil,혈압강하작용 증강,20090300,21
brompheniramine,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,108
doxepin,oxymetazoline,고혈압 초래 가능 혈관수축작용으로 혈압상승 가능,20180088,48
cyproheptadine orotate,rasagiline,MAO 저해제의 효과를 증가시킬 수 있음,20240030,108
l-lysine,rasagiline,MAO 저해제의 효과를 증가시킬 수 있음,20240030,108
lysozyme,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,54
isavuconazonium,ritonavir,"고용량의 Ritonavir(>200mg, 1일 2회)와 병용투여 금기",20250086,2
methylephedrin,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,1
fursultiamine,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,27
bromhexine,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,162
cyanocobalamin,rasagiline,MAO 저해제의 효과를 증가시킬 수 있음,20240030,108
methylergometrine,zolmitriptan,"상가적인 혈관수축반응, 현저한 혈압상승",20070030,1
phenobarbital,ranolazine,Ranolazine의 효과부족이 발생될 것으로 예상됨,20250086,9
diphenylhydantoin,ranolazine,Ranolazine의 효과부족이 발생될 것으로 예상됨,20250086,9
platycodon root ext powder,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,27
selegiline,triprolidine,"경련, 반사항진, 이상고열, 혼수 등",20250046,29
lansoprazole,neratinib,위산 억제제와의 병용으로 Neratinib의 혈중 농도 감소,20250086,52
powdered glycyrrhizae,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,27
acetaminophen,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,171
diphenhydramine,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,7
d-chlorpheniramine,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,54
caffeine,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,31
nortriptyline,oxymetazoline,고혈압 초래 가능 혈관수축작용으로 혈압상승 가능,20180088,16
noscapine,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,28
carbamazepine,midostaurin,Midostaurin과 활성 대사체의 혈중 농도 감소,20250086,10
itraconazole,omega-3-acid ethyl esters 90,"근육병증, 횡문근융해증 위험 증가 가능",20230083,74
selegiline,xylometazoline,xylometazoline의 전신 작용(고혈압 위험) 증강 또는 연장,20150090,12
powdered glycyrrhizae,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,1
itraconazole,omega-3-acid ethyl ester 90,"근육병증, 횡문근융해증 위험 증가 가능",20230083,74
dl-carnitine,rasagiline,MAO 저해제의 효과를 증가시킬 수 있음,20240030,108
carbamazepine,isavuconazonium,Isavuconazonium의 혈장농도를 유의미하게 감소시킬 수 있음,20250086,20
cyanocobalamin,selegiline,MAO 저해제의 효과를 증가시킬 수 있음,20240030,4
cinnamon bark dried extract,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,27
amitriptyline,oxymetazoline,고혈압 초래 가능 혈관수축작용으로 혈압상승 가능,20180088,40
ascorbic acid coated,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,27
aspirin lysine,methotrexate,혈액학적 독성,20040002,36
ascorbic acid granules 97%,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,27
molsidomin,udenafil,혈압강하작용 증가,20080056,8
nicorandil,udenafil,혈압강하작용 증강,20090300,16
glycyrrhiza dried extract,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,27
dapoxetine,sumatriptan,"세로토닌성 증후군(고혈압, 고열, 간대성 근경련, 정신상태 변화 등)",20100246,42
coptis rhizome ext powder,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,3
diprophylline,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,27
diluted nitroglycerin,udenafil,혈압강하작용 증가,20080056,32
phendimetrazine,selegiline,혈압상승 위험,20100125,24
isosorbide dinitrate,vardenafil,혈압강하작용 증강,20080056,6
micronized riociguat,mirodenafil,Guanylate cyclase 자극제의 혈압강하작용 증가,20170086,15
cinnamon bark powder,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,27
epinephrine,isoproterenol,부정맥 또는 심정지 유도,20080056,6
ibuprofen arginine,methotrexate,혈액학적 독성,20040002,36
micronized riociguat,udenafil,Guanylate cyclase 자극제의 혈압강하작용 증가,20170086,20
cyclosporine,omega-3-acid ethyl ester 90,"근육병증, 횡문근융해 위험 증가 가능",20230083,15
isosorbide dinitrate,mirodenafil,혈압강하작용 증강,20130279,9
dexbrompheniramine,rasagiline,"고혈압, 빈맥 유발",20200130,27
glycyrrhiza powder,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,27
methylergometrine,sumatriptan,"상가적인 혈관수축반응, 현저한 혈압상승",20070030,7
doxylamine,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,1
ethambutol,neratinib,강력한 CYP3A4 유도제와의 병용으로 Neratinib의 혈중 농도 감소,20250086,1
ascorbic acid,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,10
clomipramine,oxymetazoline,고혈압 초래 가능 혈관수축작용으로 혈압상승 가능,20180088,8
isavuconazonium,rifampicin,Isavuconazonium의 혈장농도를 유의미하게 감소시킬 수 있음,20250086,16
plantago herb fluid extract,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,27
diluted nitroglycerin,vardenafil,혈압강하작용 증강,20080056,16
ibuprofen,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,7
selegiline,갈근탕엑스,"경련, 반사항진, 이상고열, 혼수 등",20250046,3
galgeun-tang ext,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,27
pyrazinamide,ranolazine,Ranolazine의 효과부족이 발생될 것으로 예상됨,20250086,3
isosorbide dinitrate,udenafil,혈압강하작용 증가,20080056,12
isosorbide mononitrate,vardenafil,혈압강하작용 증강,20080056,14
platycodon root fluid extract,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,27
phentermine,selegiline,혈압상승 위험,20100125,35
molsidomin,vardenafil,혈압강하작용 증가,20080056,4
ritonavir,vardenafil,vardenafil 혈중농도 증가,20130279,2
darunavir ethanolate,vardenafil,vardenafil 혈중농도 증가,20130279,4
calcium,neratinib,위산 억제제와의 병용으로 Neratinib의 혈중 농도 감소,20250086,12
potassium guaiacolsulfonate,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,17
nicorandil,vardenafil,혈압강하작용 증강,20090300,8
isavuconazonium,phenobarbital,Isavuconazonium의 혈장농도를 유의미하게 감소시킬 수 있음,20250086,6
phenytoin,ranolazine,Ranolazine의 효과부족이 발생될 것으로 예상됨,20250086,6
doxylamine,rasagiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,27
ranolazine,rifampicin,Ranolazine의 효과부족이 발생될 것으로 예상됨,20250086,24
platycodon root 50% ethanol dried ext,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,2
isoniazid,ranolazine,Ranolazine의 효과부족이 발생될 것으로 예상됨,20250086,6
methylephedrine,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,10
abiraterone,radium-223,골절 및 사망률 증가,20190131,3
dl-methylephedrine hci,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,1
ethambutol,ranolazine,Ranolazine의 효과부족이 발생될 것으로 예상됨,20250086,3
isavuconazonium,phenytoin,Isavuconazonium의 혈장농도를 유의미하게 감소시킬 수 있음,20250086,4
midostaurin,st john's wort 80% methanol ext,Midostaurin과 활성 대사체의 혈중 농도 감소,20250086,2
selegiline,trimetoquinol,"경련, 반사항진, 이상고열, 혼수 등",20250046,10
carbinoxamine,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,10
posaconazole,ranolazine,Ranolazine의 혈장 농도 증가,20250086,6
neratinib,rifampicin,강력한 CYP3A4 유도제와의 병용으로 Neratinib의 혈중 농도 감소,20250086,8
selegiline,thiamine,"경련, 반사항진, 이상고열, 혼수 등",20250046,9
diphenylhydantoin,isavuconazonium,Isavuconazonium의 혈장농도를 유의미하게 감소시킬 수 있음,20250086,6
phenylephrine,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,2
midostaurin,rifampicin,Midostaurin과 활성 대사체의 혈중 농도 감소,20250086,8
diphenylhydantoin,midostaurin,Midostaurin과 활성 대사체의 혈중 농도 감소,20250086,3
dapoxetine,selegiline,"세로토닌성 증후군(고혈압, 고열, 간대성 근경련, 정신상태 변화 등)",20100246,6
mirodenafil,sodium nitroprusside,혈압강하작용 증강,20130279,3
amiodarone,vardenafil,QT 간격 연장,20130279,4
enzalutamide,midostaurin,Midostaurin과 활성 대사체의 혈중 농도 감소,20250086,7
lysozyme,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,2
diprophylline,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,1
sodium nitroprusside,udenafil,혈압강하작용 증강,20080056,4
cinnamon bark dried extract,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,1
isavuconazonium,st john's wort 80% methanol ext,Isavuconazonium의 혈장농도를 유의미하게 감소시킬 수 있음,20250086,4
ethenzamide,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,4
methylergometrine,ritonavir,사지 및 중추신경계를 포함하는 기타 조직의 혈관경련 및 허혈을 특징으로 하는 급성 맥각독성의 잠재적인 가능성,20250046,2
selegiline,topiramate,혈압상승 위험,20250046,4
omega-3-acid ethyl esters 90,posaconazole,"근육병증, 횡문근융해 위험 증가 가능",20230083,2
dl-carnitine,selegiline,MAO 저해제의 효과를 증가시킬 수 있음,20240030,4
neratinib,verapamil,중등도 CYP3A4/P-gp 억제제와의 병용으로 Neratinib의 혈중 농도 증가,20250086,6
bromhexine,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,6
